NOMBRE,APELLIDO PATERNO,APELLIDO MATERNO,AÑO,MES,DIA,VISITAS AL ANTRO,EDAD,PROMEDIO GASTADO
LAURA,LOPEZ,MARTINEZ,1993,7,1,12,31,5426
SOFIA,GARCIA,HERNANDEZ,1988,10,4,10,36,4253
LUIS,HERNANDEZ,CRUZ,1992,3,7,17,32,3516
CARLOS,SANCHEZ,MARTINEZ,1997,11,11,12,27,5804
LUIS,GOMEZ,HERNANDEZ,2001,7,20,9,23,2020
LAURA,LOPEZ,LOPEZ,2005,12,12,10,19,3722
ANA,GARCIA,GARCIA,1999,8,26,2,25,544
JUAN,MARTINEZ,MARTINEZ,1989,10,4,8,35,2340
SOFIA,CRUZ,GARCIA,1987,12,17,19,37,9342
SOFIA,MARTINEZ,LOPEZ,1994,11,13,17,30,5354
GABRIELA,GARCIA,SANCHEZ,1993,12,1,9,31,2465
CARLOS,HERNANDEZ,RAMIREZ,2000,6,16,17,24,4529
SOFIA,CRUZ,SANCHEZ,2003,7,26,11,21,4381
LAURA,GOMEZ,PEREZ,1991,5,7,16,33,6775
PEDRO,HERNANDEZ,HERNANDEZ,1997,7,23,5,27,2243
FERNANDO,SANCHEZ,GOMEZ,2003,5,3,17,21,8331
SOFIA,GOMEZ,CRUZ,1994,9,26,1,30,375
LUIS,SANCHEZ,HERNANDEZ,1986,12,20,3,38,1375
SOFIA,GARCIA,MARTINEZ,1987,1,9,10,37,2025
MARIA,RAMIREZ,PEREZ,1985,1,2,12,39,4100
GABRIELA,GARCIA,MARTINEZ,1994,11,14,4,30,1958
GABRIELA,GARCIA,RAMIREZ,1994,3,9,15,30,6289
PEDRO,LOPEZ,CRUZ,2002,6,18,15,22,3466
GABRIELA,RAMIREZ,RODRIGUEZ,1999,9,11,19,25,6624
MARIA,PEREZ,MARTINEZ,1989,6,21,12,35,2412
JUAN,LOPEZ,HERNANDEZ,2000,3,20,1,24,460
SOFIA,SANCHEZ,PEREZ,1985,4,4,10,39,3662
ANA,GOMEZ,HERNANDEZ,1987,11,24,15,37,3669
FERNANDO,RODRIGUEZ,CRUZ,2004,12,7,14,20,6153
CARLOS,HERNANDEZ,SANCHEZ,2004,12,6,15,20,6996
MARIA,SANCHEZ,SANCHEZ,1993,7,21,17,31,7204
LAURA,MARTINEZ,HERNANDEZ,1990,5,1,9,34,2936
MARIA,HERNANDEZ,MARTINEZ,1993,7,5,14,31,4055
LAURA,RODRIGUEZ,GARCIA,1985,9,28,3,39,1455
GABRIELA,GOMEZ,LOPEZ,2003,11,20,13,21,4158
SOFIA,LOPEZ,CRUZ,2004,10,17,3,20,1261
MARIA,CRUZ,GARCIA,1997,6,19,9,27,2223
GABRIELA,PEREZ,PEREZ,2001,8,1,13,23,4406
PEDRO,GOMEZ,LOPEZ,1986,6,12,16,38,4457
PEDRO,RAMIREZ,LOPEZ,2005,12,25,15,19,3251
MARIA,GARCIA,MARTINEZ,2003,3,21,17,21,5095
PEDRO,RAMIREZ,RODRIGUEZ,1999,1,21,12,25,5302
ANA,CRUZ,LOPEZ,1994,1,11,13,30,4201
LAURA,SANCHEZ,RAMIREZ,1985,1,9,12,39,2449
LAURA,RODRIGUEZ,SANCHEZ,2005,7,20,18,19,6645
FERNANDO,GARCIA,GOMEZ,2001,12,17,19,23,5801
GABRIELA,LOPEZ,PEREZ,2003,5,15,11,21,2557
SOFIA,LOPEZ,MARTINEZ,1991,1,1,18,33,7769
ANA,RODRIGUEZ,PEREZ,1991,10,5,13,33,3627
ANA,CRUZ,CRUZ,1999,11,9,13,25,5288
SOFIA,GARCIA,PEREZ,2000,2,19,7,24,1974
FERNANDO,CRUZ,CRUZ,1998,5,3,5,26,2393
CARLOS,LOPEZ,RODRIGUEZ,1988,12,19,5,36,1793
LUIS,GOMEZ,RODRIGUEZ,1987,1,8,14,37,4858
SOFIA,CRUZ,RODRIGUEZ,1991,5,27,14,33,5162
SOFIA,PEREZ,RODRIGUEZ,1985,1,19,5,39,1449
LAURA,GOMEZ,SANCHEZ,2002,2,4,10,22,3293
GABRIELA,GOMEZ,GARCIA,1988,9,19,20,36,9754
CARLOS,RODRIGUEZ,GARCIA,1993,2,3,9,31,2750
GABRIELA,PEREZ,MARTINEZ,1998,2,22,19,26,7358
FERNANDO,GARCIA,CRUZ,1995,12,15,8,29,2532
JUAN,GARCIA,RAMIREZ,1996,7,12,15,28,7345
SOFIA,PEREZ,HERNANDEZ,1987,3,4,1,37,292
LUIS,GOMEZ,HERNANDEZ,2000,10,8,4,24,1890
MARIA,RAMIREZ,CRUZ,1991,1,26,1,33,336
PEDRO,CRUZ,RAMIREZ,1994,11,26,8,30,1620
LUIS,PEREZ,MARTINEZ,1985,11,20,1,39,402
CARLOS,LOPEZ,CRUZ,2000,1,5,13,24,5168
PEDRO,PEREZ,CRUZ,2003,9,8,17,21,5659
FERNANDO,RAMIREZ,RAMIREZ,2005,10,19,5,19,1272
FERNANDO,GARCIA,MARTINEZ,1992,8,1,12,32,3316
GABRIELA,RAMIREZ,GARCIA,2000,10,5,20,24,8003
ANA,LOPEZ,HERNANDEZ,1997,5,27,8,27,3927
MARIA,RODRIGUEZ,HERNANDEZ,1990,10,15,4,34,1676
SOFIA,SANCHEZ,CRUZ,2003,4,24,14,21,3951
ANA,GOMEZ,RODRIGUEZ,1988,5,13,14,36,5449
ANA,HERNANDEZ,MARTINEZ,1997,12,9,12,27,5328
PEDRO,RODRIGUEZ,GOMEZ,2005,10,5,13,19,4044
JUAN,RODRIGUEZ,GARCIA,1995,11,24,13,29,5391
SOFIA,SANCHEZ,MARTINEZ,1988,5,11,9,36,3058
SOFIA,HERNANDEZ,GARCIA,1993,5,17,3,31,816
ANA,RAMIREZ,RAMIREZ,1992,8,19,3,32,705
MARIA,CRUZ,HERNANDEZ,2003,1,23,17,21,4371
FERNANDO,PEREZ,GARCIA,1991,3,10,3,33,1435
LAURA,LOPEZ,SANCHEZ,1994,5,15,6,30,2974
LAURA,RODRIGUEZ,RODRIGUEZ,1997,3,23,7,27,1433
FERNANDO,PEREZ,SANCHEZ,1989,7,19,16,35,6729
JUAN,RAMIREZ,GARCIA,1997,3,17,3,27,1079
FERNANDO,CRUZ,HERNANDEZ,2001,1,16,8,23,3035
JUAN,RAMIREZ,RODRIGUEZ,1986,12,8,6,38,1596
FERNANDO,HERNANDEZ,GARCIA,1995,4,27,15,29,6930
PEDRO,GARCIA,GARCIA,2002,7,6,14,22,6862
JUAN,CRUZ,SANCHEZ,2003,9,2,3,21,738
GABRIELA,RAMIREZ,GARCIA,2003,5,24,4,21,850
LAURA,RODRIGUEZ,LOPEZ,1997,7,6,14,27,5409
LAURA,RAMIREZ,HERNANDEZ,1999,6,16,8,25,2059
PEDRO,GARCIA,LOPEZ,1989,1,20,2,35,572
LAURA,GOMEZ,RAMIREZ,1997,8,26,17,27,6041
FERNANDO,CRUZ,GOMEZ,1996,4,25,14,28,4170
CARLOS,RODRIGUEZ,GARCIA,1995,8,22,16,29,3765
SOFIA,RAMIREZ,PEREZ,1986,6,3,9,38,4451
MARIA,GOMEZ,HERNANDEZ,1987,12,13,7,37,3234
ANA,GOMEZ,CRUZ,1993,12,4,1,31,292
CARLOS,PEREZ,HERNANDEZ,1996,7,5,18,28,6673
CARLOS,HERNANDEZ,HERNANDEZ,1994,5,24,7,30,3495
GABRIELA,GARCIA,GOMEZ,1985,10,8,9,39,4141
LAURA,RAMIREZ,HERNANDEZ,1992,12,3,7,32,3240
CARLOS,RAMIREZ,SANCHEZ,1996,6,1,20,28,4650
SOFIA,HERNANDEZ,HERNANDEZ,1999,1,8,15,25,7170
LAURA,LOPEZ,MARTINEZ,2005,1,25,7,19,1894
FERNANDO,RAMIREZ,RODRIGUEZ,1998,8,2,2,26,769
MARIA,GARCIA,RODRIGUEZ,1999,7,7,17,25,6860
MARIA,HERNANDEZ,GARCIA,1987,2,23,16,37,3699
GABRIELA,RAMIREZ,CRUZ,1987,6,26,9,37,4072
ANA,CRUZ,CRUZ,1991,3,6,10,33,3920
CARLOS,PEREZ,GARCIA,1995,4,9,1,29,288
JUAN,LOPEZ,MARTINEZ,1997,9,24,17,27,6877
JUAN,LOPEZ,GOMEZ,1994,5,26,4,30,1295
LAURA,RAMIREZ,MARTINEZ,1991,3,6,16,33,7144
SOFIA,GARCIA,SANCHEZ,1990,12,11,10,34,3604
LUIS,HERNANDEZ,CRUZ,1987,12,15,1,37,426
CARLOS,SANCHEZ,PEREZ,1996,5,18,20,28,9631
SOFIA,GARCIA,CRUZ,2005,6,24,4,19,1045
CARLOS,LOPEZ,RAMIREZ,1988,8,27,15,36,5753
MARIA,LOPEZ,RAMIREZ,2005,9,10,19,19,4992
MARIA,RODRIGUEZ,SANCHEZ,1991,9,20,13,33,3858
PEDRO,CRUZ,RAMIREZ,2001,12,21,13,23,3030
PEDRO,LOPEZ,GARCIA,2001,3,4,14,23,4380
FERNANDO,RODRIGUEZ,CRUZ,1991,7,28,11,33,4345
MARIA,HERNANDEZ,GOMEZ,1998,6,24,10,26,4800
MARIA,MARTINEZ,HERNANDEZ,1985,3,18,17,39,5088
MARIA,HERNANDEZ,RAMIREZ,1987,7,3,18,37,8634
MARIA,MARTINEZ,RODRIGUEZ,2002,5,20,14,22,5603
GABRIELA,LOPEZ,CRUZ,1997,12,17,7,27,2596
FERNANDO,GARCIA,RAMIREZ,1995,4,19,18,29,5392
GABRIELA,MARTINEZ,MARTINEZ,1993,7,12,15,31,4929
PEDRO,GARCIA,RAMIREZ,2002,1,27,11,22,3413
MARIA,CRUZ,SANCHEZ,1987,12,11,14,37,5237
LAURA,GOMEZ,HERNANDEZ,1993,4,13,20,31,6566
LUIS,RAMIREZ,PEREZ,1990,7,16,6,34,1250
LUIS,RAMIREZ,CRUZ,1986,3,15,14,38,6268
LUIS,PEREZ,GARCIA,2003,6,1,5,21,1667
FERNANDO,SANCHEZ,PEREZ,1996,12,14,5,28,1888
MARIA,MARTINEZ,LOPEZ,1996,6,27,8,28,3685
SOFIA,MARTINEZ,SANCHEZ,1994,10,17,4,30,847
MARIA,GARCIA,GARCIA,2003,10,21,20,21,7277
SOFIA,HERNANDEZ,LOPEZ,1993,8,26,15,31,5916
MARIA,LOPEZ,HERNANDEZ,1994,6,11,12,30,3387
MARIA,SANCHEZ,SANCHEZ,1985,5,11,19,39,7888
SOFIA,GOMEZ,SANCHEZ,1990,8,2,10,34,4491
JUAN,SANCHEZ,CRUZ,2000,12,16,1,24,442
SOFIA,RODRIGUEZ,LOPEZ,2000,5,21,2,24,414
CARLOS,RODRIGUEZ,RODRIGUEZ,2004,10,28,20,20,9655
MARIA,SANCHEZ,CRUZ,1994,4,24,14,30,4292
JUAN,PEREZ,RODRIGUEZ,1997,4,20,9,27,2173
FERNANDO,LOPEZ,RAMIREZ,1990,7,25,3,34,755
CARLOS,RODRIGUEZ,MARTINEZ,1985,4,13,6,39,1418
PEDRO,LOPEZ,PEREZ,2005,7,23,17,19,8195
ANA,CRUZ,RODRIGUEZ,1986,9,7,20,38,4455
SOFIA,GARCIA,HERNANDEZ,2000,1,3,1,24,449
GABRIELA,SANCHEZ,SANCHEZ,1989,12,14,14,35,3715
SOFIA,CRUZ,PEREZ,2003,11,24,4,21,990
FERNANDO,CRUZ,GOMEZ,1992,8,12,20,32,4777
ANA,SANCHEZ,HERNANDEZ,1993,12,19,18,31,4720
GABRIELA,MARTINEZ,GOMEZ,2000,10,11,10,24,4991
FERNANDO,CRUZ,RAMIREZ,2001,7,27,11,23,4856
GABRIELA,CRUZ,LOPEZ,1994,5,22,1,30,420
JUAN,RODRIGUEZ,RODRIGUEZ,2001,7,21,1,23,368
SOFIA,HERNANDEZ,HERNANDEZ,1999,2,12,16,25,6064
PEDRO,RAMIREZ,MARTINEZ,1999,11,6,6,25,2793
MARIA,MARTINEZ,GARCIA,1993,8,19,8,31,1756
LUIS,HERNANDEZ,RODRIGUEZ,1993,9,8,20,31,9776
CARLOS,SANCHEZ,LOPEZ,1993,12,22,18,31,8080
SOFIA,PEREZ,RODRIGUEZ,2003,11,22,14,21,5473
LAURA,SANCHEZ,HERNANDEZ,1998,12,27,3,26,1260
CARLOS,HERNANDEZ,SANCHEZ,2004,3,3,15,20,6513
LUIS,MARTINEZ,SANCHEZ,1997,8,14,9,27,2426
LUIS,RODRIGUEZ,MARTINEZ,2002,10,6,2,22,890
MARIA,GARCIA,RODRIGUEZ,1994,3,21,16,30,4609
MARIA,SANCHEZ,PEREZ,1991,10,6,8,33,3785
ANA,RODRIGUEZ,RAMIREZ,1987,1,12,16,37,5980
LUIS,GARCIA,HERNANDEZ,1995,10,27,17,29,8388
JUAN,MARTINEZ,RAMIREZ,1986,2,10,2,38,818
ANA,LOPEZ,GARCIA,1995,12,5,7,29,2113
LAURA,HERNANDEZ,GOMEZ,1987,4,14,10,37,2074
GABRIELA,MARTINEZ,RODRIGUEZ,1997,5,15,6,27,2989
ANA,CRUZ,CRUZ,2003,8,13,8,21,1997
PEDRO,PEREZ,MARTINEZ,1994,11,3,12,30,5725
MARIA,GOMEZ,HERNANDEZ,1987,4,6,12,37,3197
CARLOS,GOMEZ,GARCIA,2005,12,1,6,19,2304
LUIS,CRUZ,LOPEZ,1996,2,1,18,28,3896
LAURA,CRUZ,GARCIA,1991,4,24,17,33,6582
FERNANDO,CRUZ,GARCIA,1999,6,18,4,25,860
MARIA,LOPEZ,PEREZ,1985,9,17,7,39,1535
SOFIA,SANCHEZ,PEREZ,1985,3,5,18,39,6847
LAURA,RAMIREZ,HERNANDEZ,1992,10,2,10,32,3476
PEDRO,PEREZ,RODRIGUEZ,2002,2,22,5,22,1314
CARLOS,LOPEZ,CRUZ,1988,1,28,3,36,774
PEDRO,GOMEZ,RAMIREZ,1991,12,18,1,33,215
LAURA,GOMEZ,CRUZ,1985,3,4,6,39,2937
PEDRO,SANCHEZ,GARCIA,2004,5,14,3,20,855
FERNANDO,HERNANDEZ,SANCHEZ,1997,2,21,2,27,796
GABRIELA,SANCHEZ,MARTINEZ,1997,3,24,10,27,3418
SOFIA,MARTINEZ,LOPEZ,1989,6,22,5,35,2361
LAURA,GOMEZ,HERNANDEZ,2005,9,23,13,19,5073
LUIS,PEREZ,HERNANDEZ,1995,9,11,1,29,252
SOFIA,GOMEZ,SANCHEZ,1987,3,23,8,37,2444
FERNANDO,RAMIREZ,LOPEZ,2002,3,24,12,22,3109
CARLOS,HERNANDEZ,GOMEZ,1995,11,12,15,29,7247
FERNANDO,PEREZ,HERNANDEZ,1986,2,26,4,38,1098
ANA,PEREZ,CRUZ,1995,8,25,4,29,1142
CARLOS,RAMIREZ,CRUZ,2004,2,4,14,20,3437
LUIS,RAMIREZ,MARTINEZ,1998,1,24,3,26,885
PEDRO,PEREZ,LOPEZ,2003,12,2,19,21,6257
PEDRO,GOMEZ,RODRIGUEZ,2003,9,22,4,21,1982
CARLOS,LOPEZ,GOMEZ,1985,3,6,13,39,4157
ANA,PEREZ,LOPEZ,2005,11,2,19,19,9416
CARLOS,MARTINEZ,RAMIREZ,1987,8,4,6,37,1610
GABRIELA,MARTINEZ,HERNANDEZ,2005,12,3,10,19,3499
GABRIELA,SANCHEZ,PEREZ,1990,6,7,14,34,5677
GABRIELA,RAMIREZ,HERNANDEZ,1990,5,10,14,34,5686
ANA,CRUZ,RAMIREZ,2002,2,9,11,22,5485
MARIA,RAMIREZ,CRUZ,1994,5,5,3,30,1326
SOFIA,CRUZ,GARCIA,1991,11,28,6,33,2989
FERNANDO,RODRIGUEZ,RAMIREZ,1995,8,15,20,29,4953
PEDRO,RODRIGUEZ,GOMEZ,1989,3,6,2,35,764
JUAN,HERNANDEZ,MARTINEZ,2005,11,10,19,19,5675
SOFIA,GARCIA,HERNANDEZ,1987,11,21,1,37,411
GABRIELA,CRUZ,RAMIREZ,1985,8,2,12,39,5665
LUIS,RAMIREZ,MARTINEZ,2001,11,24,2,23,605
ANA,CRUZ,SANCHEZ,1985,2,28,5,39,1646
FERNANDO,SANCHEZ,LOPEZ,1991,9,15,6,33,2064
FERNANDO,GARCIA,GARCIA,1990,1,13,18,34,5473
FERNANDO,RAMIREZ,HERNANDEZ,2000,1,2,5,24,1050
MARIA,GOMEZ,MARTINEZ,1990,1,21,19,34,8687
LAURA,RODRIGUEZ,RODRIGUEZ,1993,7,9,10,31,3669
LUIS,GOMEZ,HERNANDEZ,1999,1,7,9,25,2214
LAURA,RODRIGUEZ,PEREZ,2003,10,26,10,21,2917
JUAN,GOMEZ,LOPEZ,2004,9,13,4,20,830
FERNANDO,GOMEZ,RODRIGUEZ,1987,12,10,17,37,7954
JUAN,RAMIREZ,SANCHEZ,1998,10,18,4,26,937
FERNANDO,HERNANDEZ,GOMEZ,2000,7,15,11,24,4789
GABRIELA,LOPEZ,HERNANDEZ,2001,2,16,19,23,3983
GABRIELA,LOPEZ,MARTINEZ,2002,4,17,14,22,4729
LAURA,SANCHEZ,PEREZ,1989,2,6,11,35,4521
JUAN,GARCIA,GOMEZ,1999,5,19,12,25,4115
MARIA,SANCHEZ,PEREZ,2002,12,15,20,22,4200
MARIA,RAMIREZ,CRUZ,2001,9,15,9,23,2239
MARIA,SANCHEZ,RAMIREZ,1998,10,3,4,26,1578
MARIA,RAMIREZ,LOPEZ,2003,11,28,17,21,7754
SOFIA,HERNANDEZ,GOMEZ,2005,8,24,8,19,1833
PEDRO,PEREZ,RODRIGUEZ,1996,10,3,3,28,635
SOFIA,RAMIREZ,CRUZ,1990,1,2,16,34,3906
PEDRO,GOMEZ,HERNANDEZ,2002,1,2,1,22,300
FERNANDO,GOMEZ,SANCHEZ,1991,11,17,2,33,598
JUAN,SANCHEZ,CRUZ,2001,8,9,14,23,3931
CARLOS,MARTINEZ,PEREZ,1990,3,26,12,34,2900
LUIS,GOMEZ,SANCHEZ,1989,6,3,6,35,1544
LUIS,RAMIREZ,PEREZ,1994,7,4,16,30,6467
PEDRO,MARTINEZ,LOPEZ,2005,4,11,9,19,3654
CARLOS,PEREZ,CRUZ,1999,11,18,5,25,2347
FERNANDO,CRUZ,LOPEZ,1990,11,1,1,34,447
ANA,RAMIREZ,GOMEZ,2003,1,27,11,21,3038
LAURA,RAMIREZ,SANCHEZ,1998,6,18,17,26,7847
ANA,RAMIREZ,RODRIGUEZ,1990,2,2,7,34,1827
MARIA,LOPEZ,RODRIGUEZ,1996,2,14,14,28,3438
LAURA,CRUZ,PEREZ,1998,4,22,10,26,3877
MARIA,SANCHEZ,GOMEZ,1985,5,23,15,39,5579
ANA,HERNANDEZ,PEREZ,1986,1,8,13,38,4472
GABRIELA,RAMIREZ,LOPEZ,1999,8,27,17,25,4677
MARIA,GARCIA,RAMIREZ,1994,5,7,13,30,4600
LUIS,RODRIGUEZ,RODRIGUEZ,2000,9,16,4,24,1151
JUAN,RODRIGUEZ,RODRIGUEZ,1990,3,20,10,34,4174
LUIS,CRUZ,MARTINEZ,1989,9,8,20,35,5630
LUIS,GARCIA,LOPEZ,1986,1,19,16,38,4564
PEDRO,LOPEZ,MARTINEZ,2003,3,28,17,21,5544
LAURA,LOPEZ,CRUZ,1992,2,1,6,32,1995
LUIS,CRUZ,SANCHEZ,2000,8,8,14,24,6462
CARLOS,LOPEZ,LOPEZ,2002,2,3,11,22,4753
FERNANDO,SANCHEZ,HERNANDEZ,1999,5,15,15,25,6288
MARIA,GARCIA,CRUZ,1993,7,23,14,31,3700
JUAN,LOPEZ,PEREZ,1999,8,8,5,25,1023
JUAN,LOPEZ,CRUZ,1994,5,7,19,30,4875
SOFIA,HERNANDEZ,SANCHEZ,1994,1,4,2,30,803
LUIS,CRUZ,SANCHEZ,1987,2,21,7,37,1569
JUAN,RAMIREZ,SANCHEZ,1989,3,4,6,35,2497
CARLOS,SANCHEZ,MARTINEZ,1988,4,14,3,36,968
FERNANDO,LOPEZ,PEREZ,1997,9,27,11,27,2525
CARLOS,CRUZ,MARTINEZ,1985,4,11,20,39,6802
SOFIA,RAMIREZ,GARCIA,2000,4,26,19,24,4262
ANA,LOPEZ,CRUZ,2004,6,27,5,20,2294
GABRIELA,GARCIA,LOPEZ,1991,11,19,15,33,3548
ANA,MARTINEZ,CRUZ,1990,5,11,7,34,3195
LAURA,LOPEZ,RODRIGUEZ,1998,11,28,3,26,1222
FERNANDO,CRUZ,HERNANDEZ,1991,11,17,7,33,3155
PEDRO,PEREZ,HERNANDEZ,1986,7,3,7,38,1766
CARLOS,RAMIREZ,RODRIGUEZ,1998,7,8,10,26,3183
LAURA,GARCIA,MARTINEZ,1996,7,2,7,28,2322
MARIA,PEREZ,MARTINEZ,1996,4,10,2,28,883
FERNANDO,SANCHEZ,LOPEZ,1988,6,12,9,36,4320
JUAN,LOPEZ,CRUZ,1987,5,24,16,37,4546
ANA,PEREZ,RODRIGUEZ,2005,12,25,4,19,1420
PEDRO,MARTINEZ,GOMEZ,1990,3,14,15,34,7252
JUAN,CRUZ,CRUZ,2002,12,7,9,22,2950
GABRIELA,MARTINEZ,HERNANDEZ,1985,1,12,3,39,1125
SOFIA,GOMEZ,LOPEZ,1995,11,17,6,29,2277
JUAN,MARTINEZ,HERNANDEZ,1999,5,1,6,25,2133
CARLOS,RODRIGUEZ,RAMIREZ,1991,8,7,19,33,9496
LAURA,LOPEZ,RODRIGUEZ,1997,10,16,11,27,4510
CARLOS,GOMEZ,PEREZ,1986,10,11,11,38,2734
LAURA,SANCHEZ,RAMIREZ,1992,8,26,5,32,2484
SOFIA,RAMIREZ,LOPEZ,2005,10,23,7,19,1593
JUAN,MARTINEZ,RAMIREZ,1994,8,13,6,30,1671
FERNANDO,RAMIREZ,MARTINEZ,1986,8,18,10,38,3147
MARIA,RODRIGUEZ,LOPEZ,2003,8,5,1,21,270
LUIS,PEREZ,RODRIGUEZ,2000,7,2,3,24,1127
LAURA,LOPEZ,HERNANDEZ,1994,3,22,7,30,2471
SOFIA,GOMEZ,SANCHEZ,1999,1,15,16,25,4128
ANA,MARTINEZ,PEREZ,1985,11,16,18,39,8121
MARIA,CRUZ,CRUZ,1995,6,12,17,29,3438
MARIA,MARTINEZ,MARTINEZ,2004,7,18,18,20,5905
CARLOS,RODRIGUEZ,GARCIA,1991,3,22,20,33,5880
JUAN,GOMEZ,GOMEZ,1986,9,17,15,38,4483
FERNANDO,MARTINEZ,GARCIA,1988,4,12,5,36,2396
GABRIELA,GOMEZ,MARTINEZ,1988,8,9,12,36,5996
ANA,CRUZ,CRUZ,1995,10,13,18,29,6984
GABRIELA,HERNANDEZ,GARCIA,1991,4,19,5,33,1132
LAURA,LOPEZ,SANCHEZ,1994,3,18,2,30,669
PEDRO,RODRIGUEZ,CRUZ,1993,11,25,8,31,3578
CARLOS,GOMEZ,RAMIREZ,2003,5,18,14,21,5768
JUAN,GOMEZ,HERNANDEZ,1991,9,22,12,33,4786
CARLOS,RODRIGUEZ,GARCIA,1997,11,7,14,27,5646
CARLOS,GARCIA,GOMEZ,1992,4,9,18,32,6936
CARLOS,RODRIGUEZ,RODRIGUEZ,1986,2,12,14,38,5623
FERNANDO,GARCIA,GOMEZ,2005,7,15,18,19,7831
MARIA,SANCHEZ,RAMIREZ,2004,8,1,17,20,4855
ANA,GARCIA,MARTINEZ,1991,3,1,15,33,6443
GABRIELA,GOMEZ,MARTINEZ,1992,7,11,8,32,3073
JUAN,LOPEZ,SANCHEZ,1997,7,10,9,27,2114
PEDRO,SANCHEZ,GOMEZ,2002,8,19,16,22,4350
ANA,HERNANDEZ,PEREZ,1987,9,18,11,37,5263
LUIS,LOPEZ,RAMIREZ,1989,1,25,16,35,4350
LUIS,RODRIGUEZ,SANCHEZ,1986,3,27,14,38,5945
CARLOS,MARTINEZ,GOMEZ,1998,11,14,6,26,2289
PEDRO,PEREZ,GOMEZ,2001,7,22,3,23,847
LUIS,CRUZ,GOMEZ,1991,12,12,7,33,1624
GABRIELA,MARTINEZ,RODRIGUEZ,1988,2,12,6,36,1371
SOFIA,RODRIGUEZ,RODRIGUEZ,1994,4,20,6,30,2841
LAURA,CRUZ,GARCIA,2002,8,6,9,22,3445
GABRIELA,RAMIREZ,SANCHEZ,1989,9,27,14,35,5849
JUAN,GARCIA,RAMIREZ,2001,6,10,10,23,3838
PEDRO,GOMEZ,HERNANDEZ,1993,4,2,5,31,1580
ANA,RAMIREZ,PEREZ,2004,4,19,19,20,4291
LUIS,HERNANDEZ,GOMEZ,1999,9,13,19,25,8103
CARLOS,PEREZ,RODRIGUEZ,1995,12,2,11,29,3484
LUIS,RAMIREZ,RAMIREZ,1991,12,26,15,33,6322
GABRIELA,RAMIREZ,CRUZ,2005,5,14,7,19,2073
FERNANDO,MARTINEZ,HERNANDEZ,1991,7,15,11,33,5263
LAURA,RAMIREZ,SANCHEZ,1997,7,18,6,27,1348
ANA,LOPEZ,GARCIA,1998,6,26,1,26,222
PEDRO,RAMIREZ,SANCHEZ,2005,4,18,14,19,6628
GABRIELA,PEREZ,RODRIGUEZ,1990,10,1,20,34,8102
PEDRO,SANCHEZ,RAMIREZ,2005,5,24,17,19,6422
JUAN,RAMIREZ,CRUZ,2000,12,24,12,24,2478
MARIA,CRUZ,GOMEZ,1995,6,18,13,29,5224
JUAN,GOMEZ,GARCIA,1998,2,7,14,26,4032
SOFIA,RAMIREZ,MARTINEZ,2005,12,2,9,19,3213
LAURA,RAMIREZ,RODRIGUEZ,1994,8,23,11,30,4738
LAURA,SANCHEZ,LOPEZ,1989,12,20,1,35,228
SOFIA,LOPEZ,SANCHEZ,1990,11,24,6,34,2558
LAURA,CRUZ,CRUZ,1997,12,8,8,27,2093
LAURA,HERNANDEZ,MARTINEZ,1997,5,21,8,27,2861
MARIA,CRUZ,GOMEZ,1995,2,13,6,29,1248
SOFIA,PEREZ,RAMIREZ,2001,12,22,2,23,864
LUIS,HERNANDEZ,CRUZ,1992,8,7,11,32,3604
PEDRO,HERNANDEZ,CRUZ,1991,10,22,2,33,665
MARIA,SANCHEZ,GARCIA,1991,6,18,5,33,1069
LAURA,HERNANDEZ,SANCHEZ,2004,8,3,6,20,2422
LUIS,MARTINEZ,HERNANDEZ,1986,5,16,19,38,4648
PEDRO,SANCHEZ,SANCHEZ,1995,9,18,18,29,5868
CARLOS,GARCIA,RAMIREZ,1996,10,24,15,28,6129
PEDRO,CRUZ,HERNANDEZ,1994,1,14,19,30,7398
MARIA,RODRIGUEZ,LOPEZ,2004,10,25,12,20,4877
LUIS,RODRIGUEZ,HERNANDEZ,1993,11,4,16,31,7076
FERNANDO,CRUZ,RODRIGUEZ,1987,2,10,10,37,3849
CARLOS,MARTINEZ,RODRIGUEZ,1994,6,11,15,30,5403
ANA,LOPEZ,MARTINEZ,1989,9,9,8,35,2710
PEDRO,HERNANDEZ,CRUZ,1989,9,24,4,35,1769
FERNANDO,MARTINEZ,PEREZ,2000,6,19,2,24,701
SOFIA,SANCHEZ,CRUZ,2003,11,6,12,21,3142
LAURA,GOMEZ,RAMIREZ,2005,4,13,2,19,436
MARIA,SANCHEZ,SANCHEZ,1986,2,17,13,38,6036
LUIS,SANCHEZ,RAMIREZ,1985,8,26,7,39,1536
LAURA,MARTINEZ,GOMEZ,2005,5,15,7,19,2509
GABRIELA,PEREZ,PEREZ,1997,7,27,18,27,8898
FERNANDO,SANCHEZ,HERNANDEZ,1995,9,18,18,29,6792
LAURA,CRUZ,LOPEZ,1990,1,27,3,34,708
CARLOS,PEREZ,GOMEZ,2003,5,2,19,21,5901
SOFIA,MARTINEZ,PEREZ,2002,8,9,2,22,887
MARIA,LOPEZ,SANCHEZ,1992,5,18,7,32,1928
ANA,RODRIGUEZ,PEREZ,2005,2,24,20,19,9640
SOFIA,CRUZ,RAMIREZ,1993,8,24,10,31,2674
CARLOS,LOPEZ,LOPEZ,1997,11,2,8,27,2834
